x,y,z
507808.69,5258667.48,360
511815.58,5262278.59,116
510585.63,5268269.13,342
512283.79,5268171.18,99
505051.68,5261899.57,37
508013.32,5265538.36,202
514489.67,5263979.15,601
505473.38,5260324.63,177
514105.28,5259006.36,416
513963.75,5259637.32,214
510491.45,5264278.01,4
508848.47,5261380.48,210
508995.89,5266500.32,302
507777.77,5259731.5,316
507152.96,5263240.4,4
506963.17,5262582.88,49
513646.81,5265076.31,194
510158.06,5259591.7,221
509665.28,5266670.31,227
515028.52,5258876.94,220
508206.87,5261703.87,114
512695.85,5260842.87,81
514690.83,5263015.48,492
508939.12,5258339.68,167
514784.86,5264289.17,601
510224.73,5268057.72,426
510840.2,5258862.7,249
508435.97,5263465.09,2
509830.62,5267971.91,560
509243.22,5259315.97,239
514297.15,5260391.04,217
506147.62,5263019.5,37
512444.4,5265692.14,91
512852.19,5266523.87,2
513118.11,5265737.35,212
507660.79,5260770.46,310
505174.43,5259362.58,112
512938.28,5263074.43,366
514200.28,5261271.8,286
511653.47,5258955.46,239
505674.63,5261023.94,205
507986.98,5266494.53,379
507598.82,5263503.39,3
509008.52,5265568.91,140
505040.59,5260730,90
505033.4,5264987.06,69
508653.92,5267548.3,593
513283.89,5261504.05,219
508065.42,5259098.45,285
513429.58,5267644.21,31
505344.38,5265577.24,274
513454.53,5264339.08,489
509959.89,5263117.57,33
514869.01,5261867.18,524
508532.33,5259919.06,194
505631.88,5267453.78,133
510877.16,5264030.68,54
507388.68,5258960.07,370
512879.45,5261225.26,101
508614.57,5262808.76,116
508867.3,5259907.87,89
506299.44,5260376.44,239
508815.17,5264320.87,21
513133.46,5263155.56,400
507537.4,5265178.95,253
506483.8,5259702.87,310
509037.02,5262936.21,89
514214.78,5264764.76,377
506005.57,5261619.82,113
512414.47,5260554.04,114
505076.06,5266190.23,147
512137.22,5261120.5,66
513959.56,5262333.62,254
511987.95,5265987.07,0
512495.83,5258445.32,332
509719.88,5266113.14,142
513402.52,5264410.96,457
514016.86,5262239.46,266
509828.77,5261438.32,77
506469.92,5265738.53,375
506070.19,5260716.51,257
507915.23,5267742.01,545
505464.05,5261696.96,88
507965.6,5261325.34,147
505491.66,5263926.68,5
507906.8,5259319.86,301
509077.86,5267173.02,361
511814.76,5260387.48,112
512888.35,5264630.77,368
506344.35,5261602.12,189
507813.02,5264069.75,44
505211.22,5263027.5,34
512979.22,5268128.2,198
514244.02,5259446.7,224
512538.58,5262443.89,278
505363.37,5260528.32,231
513971.87,5259426.37,326
508698.11,5260260.3,245
511627.13,5267890.01,267
506378.57,5259225.63,257
507319.24,5266024,500
514858.38,5264646.61,531
509100.94,5261015.3,131
510668.72,5259300,189
513654.84,5264528.77,330
513272.48,5263478.13,535
514232.99,5268025.23,0
507353.74,5259429.81,323
509759.36,5259536.65,234
505221.83,5267356.61,108
508500.45,5264208.18,19
510474.88,5263072.71,74
509069.48,5262253.11,170
505855.63,5258599.75,217
512897.8,5267696.57,68
505640.39,5258485.88,172
511641.68,5264851.17,0
505345.36,5267271.08,119
514435.95,5265550.55,382
507337.02,5261865.28,160
510659.69,5261586.87,86
510956.99,5265084.37,7
514667.3,5262178.07,508
509008.59,5261466.6,183
506640.23,5266942.43,278
505184.59,5260312.57,126
510927.86,5259145.71,299
507203.5,5265577.13,353
513873.03,5261668.9,306
512383.09,5267745.18,135
509329.41,5260630.83,80
511143.49,5262668.67,123
513658.62,5260323.13,103
505189.09,5261041.39,100
505674.49,5267359.75,145
512904.75,5259010.47,391
508111.62,5260243.49,325
509321.39,5260585.14,90
507391.56,5258486.2,287
512018.82,5267240.07,105
506665.81,5264153.18,2
511661.82,5261650.93,62
509993.13,5259588.82,242
508080.29,5262942.57,19
511698.26,5267483.34,157
509585.88,5267533.72,369
509514.45,5262811.52,62
505666.64,5267959.39,129
505560.23,5258507.21,185
513869.88,5258881.4,526
510672.55,5263639.44,96
507746.08,5266308.59,402
507259.15,5266993.75,408
514726.2,5263158.4,448
513122.82,5258301.34,541
506870.05,5260357.82,263
511135.05,5267689.7,276
512694.2,5262028.78,230
509841.91,5260233.88,184
510278,5264282.38,9
507679.33,5264488.49,120
511242.62,5267739.23,269
510641.57,5261682.01,79
510120.53,5262740.49,37
508074.32,5261615.37,101
511546.57,5262036.81,171
513691.29,5260359.77,106
509812.23,5264020.25,23
509757.17,5264482.28,0
513391.95,5261996.66,157
511726.76,5264625.6,55
508906.06,5260403.2,141
512099.54,5260477.67,170
505948.74,5259386,176
510430.09,5264448.2,1
507871.55,5266591.06,433
510735.86,5264384.6,4
512853.09,5261134.44,111
511681.71,5264162.94,126
513337.72,5261184.75,135
514913.16,5264755.83,534
511997.25,5262767.67,237
507793.71,5266463.07,419
508148.5,5267422.84,547
512934.48,5265072.92,315
514349.99,5265676.01,367
513091.6,5258543.66,470
514165.1,5259324.6,300
507508.83,5267516.87,495
514740.62,5263174.94,448
507776.02,5263779.56,20
513865.97,5262471.73,226
511426.92,5260901.09,78
508277.91,5265350.51,168
510776.87,5263985.9,69
506322.85,5261377.75,233
515266.65,5265937.59,121
514292.02,5263613.79,598
510881.41,5268352.6,321
508974.53,5265769.66,195
507481.93,5259091.27,377
514862.38,5261963.74,528
507848.54,5260011.19,322
507208.65,5260849.66,278
507061.88,5265996.5,480
508045.15,5264586.64,113
509145.58,5263545.05,1
505683.48,5266014.01,366
509247.37,5267925.39,513
506192.46,5267207.87,296
508310.34,5263861.54,13
512305.37,5261156.65,84
515208.93,5260534.13,475
506974.39,5263118.15,23
510783.17,5260519.25,136
508068.78,5265520.47,193
511487.92,5258992.51,260
506593.53,5266773.26,333
509001.36,5265283.74,68
513575.45,5265319.03,132
508745.62,5263894.87,1
508169.98,5267277.33,547
508973.03,5265377.29,99
510913.82,5261397.25,84
514183.08,5264846.61,357
511314.48,5260589.66,108
512917.68,5259424.25,348
505898.58,5264214.39,20
514600.72,5259004.1,185
507206.16,5260629.95,288
510146.49,5258488.76,233
512824.23,5263266.84,391
510814.72,5262689.97,93
508939.07,5263439.59,0
505992.86,5265689.87,253
511856.47,5268058.79,249
509270.26,5260338.83,125
512205.86,5262272.76,246
505026.3,5268013.06,127
506151.05,5265106.7,69
513080.25,5258915.36,418
513681.1,5267963.66,34
511765.81,5265997.45,0
511393.11,5259203.28,208
507315.33,5262425.92,98
511992.12,5262385.12,200
514403.73,5265446.15,367
507738.99,5260982.75,295
508971.84,5260312.62,113
511205.34,5265910.74,28
514463.55,5260057.91,209
511193.4,5266374.52,68
508247.76,5261479.48,122
510262.84,5261052.44,125
509907.31,5262489.01,53
515019.36,5267541.11,0
505264.79,5262479.16,19
505946.93,5267034.64,161
506086.96,5266817.49,254
506550.72,5260524.61,236
510108.67,5258346.6,252
507897.1,5261693.15,140
505264.55,5264185.8,0
509243.35,5263857.06,0
512597.41,5259006.71,349
513919.66,5265998.68,222
510472.64,5261464.25,67
508672.69,5261005.95,246
508074.92,5263051.79,13
511772.28,5263851.19,275
506163.15,5259913.67,322
506119.93,5264066.23,6
514282.67,5267943.63,0
506759.28,5264999.53,143
514475.09,5266780.11,55
505972.43,5258893.93,191
514751.47,5260676.28,288
514991.56,5268233.74,0
506492.39,5266512.3,269
507684.67,5267939.95,483
506961.73,5262379.24,65
511412.57,5266645.54,134
507937.67,5263564.86,8
505067.53,5263589.85,28
506187.72,5262273.73,164
509698.1,5261840.71,34
511946.27,5259831.26,160
505726.13,5264349.68,25
508033.93,5266564.9,397
513245.19,5259026.99,452
506080.03,5266560.05,231
510736.39,5262924.08,127
509886.05,5264184.07,9
507355.94,5263636.6,4
505725.41,5266974.73,136
507587.78,5260433.88,351
514714.72,5263537.57,603
506493.78,5263865.63,19
505081.95,5265088.96,78
511033.13,5260149.91,185
505035.56,5263019.2,39
514595.67,5265305.66,382
512543.5,5265810.3,80
505535.34,5265716.22,345
515030.25,5260202.22,369
507650.42,5260957.97,311
512526.05,5261055.94,86
512795.65,5259973.74,214
514424.56,5260468.31,238
512196.63,5266600.61,0
505047.23,5259630.87,124
508301.14,5262631.45,64
514110.86,5259866.51,125
515201.47,5259650.94,447
508876.59,5261432.23,180
514184.24,5267196.91,0
514935.74,5265234.33,342
511485.07,5265860.12,5
513581.31,5266567.99,8
511654.38,5259606.68,156
506528.51,5268119.03,192
506282.04,5263823.37,33
509934.3,5258529.93,325
513752.08,5265794.42,175
508508.9,5265585.87,123
513103.98,5267852.8,92
513914.01,5267304.98,0
511773.36,5266049.12,1
514565.59,5267485.12,0
507106.2,5262678.91,61
506078.14,5264947.9,93
505251.18,5265768.81,285
510264.91,5267512.33,450
510380.02,5268322.89,419
512699.46,5267238.19,23
508920.1,5260998.14,184
511089.19,5258366.15,399
514908.17,5264900.35,488
506877.51,5259424.75,339
505995.98,5266138.45,290
508798.11,5263495.35,0
509397.04,5264574.76,11
512559,5263875.57,364
510208.07,5266412.18,226
509663.95,5267131.73,365
509246.5,5262019.49,196
510235.35,5263401.27,64
513511.96,5266343.99,46
514549.3,5258446.03,344
506463.86,5267846.03,221
511349.05,5263092.19,226
515171.39,5267388.58,24
507048.56,5268312.55,188
511869.34,5260455.67,123
509359.83,5265561.87,177
512749.92,5262699.25,312
507400.95,5267958.03,419
512365.11,5266960.06,20
507985.97,5264351.01,77
511242.21,5259483.86,309
514435.5,5266722.37,75
505325.58,5266586.31,123
509534.31,5260135.79,173
506231.59,5261479.36,161
507668.31,5258487.51,324
513312.66,5266138.16,53
505603.14,5264319.08,1
507459.65,5259024.07,375
514611.61,5260627.49,274
508101.35,5264424.18,84
510839.18,5262258.9,132
513901.18,5258287.29,522
511799.4,5259683.14,145
510197.48,5268097.64,440
510553.01,5261018.47,110
512987.95,5261195.26,125
512602.86,5263668.64,432
515140.43,5261590.85,576
508113.09,5263530.46,7
505620.31,5263461.96,8
508124.67,5259347.36,235
509173.23,5262494.82,191
510726.02,5261322.96,96
509231.63,5261355.84,144
514356.71,5267144.43,0
508728.32,5263115.93,49
506617.41,5266619.45,333
515253.43,5266438.46,107
509887.96,5264189.46,9
505775.22,5259294.5,133
505614.78,5259518.22,226
506288.05,5264055.17,19
512142.65,5258551.18,284
509797.79,5264933.8,27
511730.28,5266549.82,31
512825.55,5259440.48,331
505269.15,5267482.98,91
513486.46,5263257.69,515
511364.39,5262200.47,210
514434.54,5258496.99,410
513265.03,5264760.28,399
513483.15,5263964.34,557
508940.94,5263043.65,73
506710.57,5260810.07,260
511885.5,5259163.87,211
514180.19,5268046.61,1
511925.11,5261672.29,98
506500.12,5263826.97,23
511077.91,5260714.2,86
514689.29,5266132.19,208
509374.73,5262881.11,57
511733.51,5264257.31,121
508214.12,5261527.58,123
511221.89,5259409.57,313
508173.68,5266315.81,294
512338.4,5261474.48,142
510419,5266818.34,257
508832.8,5259788.06,106
513433.85,5261653.57,214
512726.65,5260159.66,192
508612.96,5266534.26,317
512136.72,5263719,333
505329.35,5264798.56,69
507040.69,5259721.73,307
509912.43,5266035.33,141
505119.43,5268267.85,134
513358.62,5259551.02,356
510667.18,5267809.14,357
510596.13,5259289.4,168
513431.82,5265864.54,47
509572.4,5266860.39,234
514971.53,5264932.37,468
506957.5,5265878.29,449
506016.8,5259206.79,143
512817.18,5267666.72,47
510111.7,5259834.09,232
507588.04,5258775.44,365
513448.35,5264361.54,471
508773.86,5261974.28,73
507183.08,5261553.09,139
514580.5,5258797.39,254
507983.49,5265522.52,191
509650,5267713.8,402
506110.19,5266562.28,231
509218.71,5263481.83,2
514300.16,5267893.87,0
511940.47,5259869.31,162
509642.12,5266438.73,162
507126.57,5266777.26,399
511978.89,5262537.8,190
514721.98,5267342.45,6
514940.16,5262379.19,511
510942.2,5261386.33,83
511206.76,5259836.42,291
510663.7,5262193.87,83
513306.05,5260965.31,119
510264.12,5260240.76,186
507622.34,5259321.49,389
510243.24,5258540.99,228
507904.27,5265022.14,202
513138.74,5265450.1,300
511899.79,5267129.08,112
513473.15,5265842.5,50
508546.66,5263355.99,0
507530.02,5266940.46,472
514738.67,5265772.65,268
506571.55,5259731.46,306
505966.96,5262930.84,36
505128.57,5258529.01,228
511594.49,5260335.89,110
505985.79,5262554.07,89
512778.4,5262896.49,334
514838.35,5261019.78,420
511700.44,5266372.46,27
513845.73,5264182.42,453
509625.37,5268357.15,587
510286.13,5261137.49,105
507541.44,5265419.64,330
511332.02,5262242.77,212
515007.23,5258795.86,195
513345.39,5267586.99,25
505565.94,5265821.15,360
506299.38,5258781.87,183
509442.88,5267408.55,300
506628.24,5263165.13,28
506695.49,5263768,12
508472.94,5260642.12,325
513335.59,5263190.97,447
515065.1,5261552.54,537
506394.41,5262171.09,185
514024.07,5263534.35,553
515178.27,5263765.93,694
506539.21,5259958.93,266
509627.66,5259992.11,196
505522.49,5265964.57,328
513297.55,5264141.47,547
510810.03,5262533.55,132
508534.6,5260723.92,272
506398.13,5261843.98,233
512914.14,5266848.42,0
511573.49,5268264.68,274
505239.17,5264156.62,0
511800.89,5262910.87,247
514522.53,5268286.51,5
512176.25,5266640.43,5
507863.6,5265387.66,233
510809.76,5258961.01,230
505017.32,5258701.72,192
511682.89,5268195.91,259
507246.57,5266263.88,444
514114.53,5263763.4,602
508287.76,5264378.71,53
510138.8,5264021.9,25
505070.15,5260914.83,85
506952.37,5259330.19,304
513411.81,5259713.68,299
507803.29,5266884.39,507
505227.3,5261023.79,109
509914.48,5265482.44,81
508300.11,5259675.72,165
515016.44,5262383.6,529
512455.94,5258441.59,323
506861.13,5265319.79,165
506250.87,5259968.87,298
506937.74,5267212.39,421
515024.44,5262527.01,546
514302.93,5263332.74,460
507434.74,5265739.83,465
509413.01,5264601.68,14
511272.71,5258951.5,255
513612.07,5261457.27,250
512344.04,5261921.5,229
511878.3,5264544.23,110
514008.06,5260900.98,185
513855.54,5261068.74,232
510427.33,5263796.23,68
515016.79,5265030.99,423
508506.8,5264396.09,36
514895.87,5260225.7,324
505448.79,5263382.45,19
507053.78,5264445.13,128
506852.92,5267203.87,407
507860.82,5258323.38,436
505035.22,5261444.19,71
512643.8,5264304.18,277
505309.77,5264616.2,25
510720.51,5264104.95,34
510720.01,5262444,118
508403.21,5267199.8,552
514136.06,5261079.25,268
512507,5265291.31,179
515097.82,5260434.87,414
511328.05,5268222.92,298
505599,5260654.66,269
515243.67,5259280.31,375
514256.78,5264906.7,309
511930.07,5259283.94,194
507945.71,5262630.52,74
513107.49,5258948.83,428
511604.3,5262574.9,226
511631.4,5262815.63,242
508565.43,5267257.16,535
513361.02,5268203.19,147
506371.25,5261308.39,246
513003.94,5265066.7,336
512618.44,5266383.11,2
506802.93,5267863.72,330
506404.12,5259820.35,289
507252.02,5259326.48,289
514309.59,5262892.36,378
514892.15,5260601.23,346
505589.55,5266437.82,165
513662.39,5258741.74,573
507984.26,5263530.38,5
511465.53,5267267.57,114
508212.67,5264952.94,144
508335.86,5260679.18,311
507746.83,5265394.27,266
511146.92,5268344.17,313
509994.93,5258805.27,260
514612.46,5266521.61,166
505453.77,5267795.41,106
505865.51,5259389.43,180
509545.48,5260583.51,130
511877.18,5262247.37,149
508464.78,5266854,401
505658.09,5266204.18,284
514018.54,5262409.94,275
508158.69,5260771,291
514412.92,5258327.59,359
505910.54,5266591.07,155
512770.04,5266572.29,0
507658.55,5263368.9,0
509860.87,5262081.56,33
509503.52,5259488.55,229
507665.43,5259511.35,427
509254.72,5260869.11,60
510102.65,5266235.44,269
509225.37,5260926.63,77
509174.88,5261262.19,153
507323.33,5267515.77,482
514456,5260700.23,276
506414.66,5265489.89,233
508124.85,5265188.12,168
511083.83,5259192.67,308
508428.27,5264780.85,100
512303.32,5259201.46,326
508216.39,5258935.52,227
512575.24,5261365.51,141
515135.57,5260021.05,396
505472.35,5259438.8,170
507452.24,5259181.15,370
514631.79,5268147.4,0
508413.9,5258489.41,183
511315.5,5263232.05,242
509446.42,5259672.89,225
505765.58,5267566.08,151
509440.28,5265292.25,95
515263.27,5259121.33,306
511646.92,5263173.06,274
512348.04,5266776.55,2
507692.14,5268129.83,447
509462.38,5259502.35,232
508429.06,5261350.84,142
511823.87,5258850.81,240
507565.06,5259638.01,441
506167.46,5268137.23,158
510506.18,5268119.86,389
505182.28,5260167.87,131
508991.43,5261100.88,192
513180.52,5267491.69,26
508894.09,5260472.56,160
513448.44,5264968.48,242
514915.96,5267601.9,0
505379.18,5266847.45,109
505438.13,5266784.75,111
508734.1,5260290.3,235
512261.9,5267260.79,68
512772.8,5264726.79,290
508210.21,5264146.71,33
511635.77,5263860.87,265
510675,5260282.31,132
511304.14,5267585.67,251
505778.75,5266928.15,137
505958.9,5267802.77,181
506451.91,5260125.08,255
505821.69,5261519.89,136
511775,5265765.06,0
515243.16,5264144.15,647
507410.79,5266738.75,436
507546.63,5261565.72,229
507007.13,5267191.15,426
507282.29,5258977.29,354
507927.43,5266480,373
513403.3,5261089.47,158
512585.1,5260253.74,141
510157.39,5259027.85,206
510004.23,5263650.64,47
509189.12,5262005.64,193
511477.62,5265969.76,8
505818.95,5261851.86,111
510664.42,5259701.35,142
508433.51,5265909.87,256
513470.52,5263626.89,545
511461.51,5263582.75,259
514032.83,5258471.35,524
508765.76,5260747.7,193
514342.06,5265284.82,323
510984.07,5263686.53,139
505282.71,5264592.8,25
513205.83,5263810.6,460
506714.21,5265625.25,289
506802.54,5261976.63,116
507741.69,5260013.33,357
514121.59,5264034.36,526
514779.94,5266514.07,198
506493.09,5265123.54,122
511144.24,5259769.85,303
508599.25,5262208.27,113
513517.25,5264420.42,437
511545.5,5265795.03,3
514393.02,5259648.44,183
507782.6,5260674.09,267
505249.02,5258446.9,245
511373.3,5266911.04,167
513354.9,5268235.41,146
512038.3,5261183.69,66
510515.01,5262287.15,55
511164.47,5258548.31,349
514480.22,5263174.04,385
512492.64,5262108.65,251
512805.87,5266613.76,0
513314.09,5258976.37,487
509437.58,5265388.06,112
510608.65,5261835,56
508951.92,5265494.96,141
507018.54,5266421.16,367
505533.83,5262802.07,29
514924.45,5264688.95,559
514481.96,5263591.34,598
510129.63,5262116.88,30
505562.56,5264334.54,0
507957.73,5266721.57,486
506092.16,5259860.72,333
510895.6,5260991.01,130
511076.64,5263035.29,180
514792.57,5261900.37,504
508727.61,5260918.85,217
508392.35,5265153.99,99
508940.19,5262058.6,141
511866.05,5263541.92,331
505595.3,5259307.05,129
512535.84,5265490.18,46
505409.71,5264218.26,0
506928.89,5260106.34,278
514130.7,5264285.22,494
508603.04,5265462.05,89
505711.01,5260292.53,171
505955.7,5264073.26,3
513402.55,5263130.98,447
514576.97,5263776.59,625
508570.66,5259873.49,154
513192.54,5266619.71,1
507776.22,5261311.11,250
511620.7,5260508.86,91
507083.6,5261660.02,109
507180.91,5258728.47,340
511001.29,5266579.98,141
507048.06,5261291.84,128
511112.23,5268312.88,304
512149.99,5267670.34,179
506378.03,5262043.91,245
510564.83,5262517.87,86
512441.46,5268048.71,74
510199.05,5261727.41,52
508912.3,5260061.17,136
508344.04,5266850.64,430
505167.44,5266276.51,143
505886.76,5265737.05,315
506341.89,5267917.33,190
505085.66,5263606.71,29
507304.47,5267614.08,480
511541.96,5258542.87,366
508502.88,5258519.03,166
513641.81,5265064.85,194
512338.14,5267961.21,117
508702.46,5259398.68,117
511199.15,5260847.85,78
513390.65,5266777.65,0
509670.2,5264313.73,0
509549.3,5258869.52,281
512654.69,5259029.84,384
513488.65,5261971.88,204
509915.62,5267659.44,558
515125.27,5268280.97,0
508808.96,5258806.33,153
510588.05,5265566.17,53
506897.82,5267302.65,422
513699.82,5266271.09,90
511714.16,5263559.17,294
507210.75,5268247.26,229
512963.91,5263388.22,442
505710.08,5262527.97,57
506136.45,5260274.49,222
507507.71,5262745.93,77
507204.16,5258795.33,357
506471.68,5267755.52,246
512874.2,5267186.74,15
508411.89,5260645.99,326
511219.4,5260272.87,166
509341.46,5262383.29,195
507864,5265099.94,196
512880.22,5265623.74,194
508031.25,5262314.92,68
509301.02,5266679.66,322
509821.85,5259772.11,220
507494.18,5258573.7,308
514237.08,5260472.51,210
511270.01,5263445.06,166
505870.35,5265354.97,191
505632.06,5265966.09,364
508788.56,5258728.32,141
509547.41,5261653.52,76
506099.68,5258994.13,152
512269.64,5266901.64,27
509475.83,5265730.16,219
508175.75,5267973.18,557
514652.65,5264604.06,483
505477.48,5266678.93,119
507148.5,5261255.1,153
512430.16,5267145.6,24
511340,5266686.33,157
507398.18,5260014.27,328
514829.34,5264008.55,654
509488.03,5264838.52,39
514563.49,5263122.26,403
509388.53,5267692.33,378
510894.56,5267501.1,280
512669.83,5258435.47,384
510047.07,5259994.93,203
508133.74,5262705.03,51
513125.83,5261877.14,170
505631.3,5258730.45,146
512140.52,5264030.62,281
510974.78,5262833.18,94
509623.16,5268244.01,570
509375.17,5260521.04,106
510777.37,5265857.75,59
510554.88,5260302.38,168
505163.26,5267492.28,82
505600.37,5261444.55,80
509642.74,5263332.58,6
508113.3,5266292.36,298
507830.63,5263621.42,9
509829.94,5266879.71,362
512211.85,5263020.89,267
511063.54,5259785.4,256
512333.05,5265215.58,128
514974.9,5264722.65,560
505600.18,5264948.28,82
514823.47,5259405.16,263
508468.48,5260405.11,345
506255.3,5267378.05,356
505222.32,5265168.12,109
512631.44,5259445.88,283
514319.45,5261868.45,416
512397.11,5262694.64,227
515023.77,5267108.95,27
512027.97,5261835.39,121
514549.91,5264487.55,482
506725.02,5261025.09,311
507444.71,5267704.72,495
514839.62,5259883.3,277
513918.08,5264614.88,378
505329.06,5262939.48,28
505372.54,5267726.51,97
506708.31,5264700.23,148
509780.39,5261662.45,53
505714.7,5266260.49,231
511967.79,5259926.78,162
512645.33,5265685.6,120
513154.62,5262077.62,187
509500.72,5261693.81,105
510092.24,5265915.99,154
512120.68,5263183.85,293
505972.27,5261903.51,146
506425.87,5258499.67,257
511262.78,5263993.93,156
506694.35,5258372.09,295
509446.33,5266609.24,247
514647.99,5268316.53,3
508034.35,5265506.33,189
511978.32,5261244.83,64
510223.89,5262836.88,33
508096.31,5260283.64,333
514037.52,5260312.82,165
514112.29,5262094.26,364
511436.97,5260293.23,140
514488.62,5262297.36,469
514259.27,5265044.53,272
514187.94,5260432.56,208
508837.37,5267255.99,450
506365.15,5259300.24,244
510366.77,5265518.69,60
512062.47,5264478.88,194
508808.8,5265418.74,108
510545.86,5265778.29,80
505127.06,5268130.16,136
506114.88,5265685.07,257
510040.76,5265825.73,107
509012.34,5261165.11,214
506991.08,5261665.7,105
505675.97,5262665.92,43
510394.1,5267154.26,294
505668.63,5258411.07,173
506596.89,5263123.74,31
508988.27,5266316.44,299
513980.09,5259065.92,460
508238.2,5263253.49,0
513508.58,5261310.69,173
505941.39,5260221.07,260
509158.78,5264266.81,3
510913.05,5261938.61,45
509002.82,5266636.11,327
512881.74,5266123.56,30
505238.02,5258324.35,265
511402.04,5259051.15,239
511808.26,5261662.32,82
507891.84,5259086.79,390
511906.04,5259695.84,165
515192.94,5266438.19,93
513547.96,5261871.85,236
512069.59,5263720.86,322
510098.27,5262388.17,48
508795.93,5263103.79,51
510794.3,5264693.63,0
510425.11,5264113.23,30
513932.72,5262883.56,290
510972.68,5261175.06,114
508378.72,5261849.51,116
505981.88,5267278.52,270
506087.85,5261507.28,154
511926.76,5266981.28,83
514514.66,5260172.39,213
505588.96,5266238.35,252
507134.08,5260521.31,297
505930.88,5267125.83,214
514678.13,5264402.99,538
507271.73,5266096.55,489
513499.17,5264427.73,413
510568.08,5262086.76,61
510649.21,5268088.32,346
510458.82,5259307.76,177
505859.79,5260511.23,198
511397.62,5265811.58,6
509695.15,5261942.14,48
508871.79,5263742.89,0
511589.59,5260468.81,97
509474.27,5264834.41,43
509780.17,5265733.57,162
508788.3,5268184.31,603
512061.02,5264293.94,254
506640.15,5263123.26,31
510913.42,5264323.24,8
514486.27,5258915.61,253
507418.36,5260559.95,348
507380.96,5259063.37,351
507411.57,5259921.23,337
511159.9,5263768.17,176
508216.32,5267651.84,565
507189.91,5260552.88,299
508557.11,5266730,353
513600.34,5262070.08,203
505575.12,5267286.68,116
509395.6,5265522.86,159
509357.24,5258581.87,251
508511.64,5264370.58,31
513620.85,5267078.19,0
512061.56,5263408.11,349
507973.55,5259441.04,262
508727.35,5261931.99,91
506770.63,5261137.38,284
507414.13,5260945.88,271
506212.21,5266045.62,347
510002.65,5262508.19,50
513530.65,5258832.6,577
511745.57,5263049.62,248
512295.91,5258944.3,260
510048.6,5265719,98
513900.21,5262376.05,236
512387.17,5262862.67,273
509502.73,5259060.05,245
509376.03,5265353.7,126
511536.04,5266530.78,81
508204.83,5263769.56,15
510881.08,5268369.08,327
507098.29,5261652.38,112
511543.66,5267254.59,98
505660.01,5262095.98,102
506897.57,5265581.71,298
509807.12,5260807.52,102
507579.84,5258574.47,315
505493.38,5264105.46,1
511365.37,5264761.2,0
513143.91,5259227.89,402
513912.87,5267747.74,1
512145.03,5263114.48,283
511212.36,5258590.8,316
514935.84,5262548.91,515
513649.25,5265415.17,100
514740.25,5262998.43,507
512342.59,5259893.42,185
513574.68,5259233.4,492
511108.98,5260322.43,134
505388.32,5266049.33,268
509195.95,5258375.71,227
505077.35,5259352.04,119
507099.96,5259934.19,299
513987.18,5264050.22,515
511347.08,5264737.12,0
514833.38,5262280.02,509
506266.58,5268085.7,178
513193.28,5262521.3,313
514848.41,5258609.52,243
512815.79,5264079.22,321
505344.29,5266398.2,146
514938.32,5261748.4,536
513849.77,5263286.01,421
511814.8,5261793.83,83
505077.72,5259758.75,157
513430.83,5267764.05,48
512394.44,5258466.08,306
507694.41,5268270.5,368
510613.35,5267632.76,394
510809.67,5259616.94,173
512886.85,5266263.99,3
512192.87,5268238.07,104
514046.82,5260398.5,161
512933.27,5259707.09,295
514197.83,5263041.07,304
514247.5,5267986.25,0
505530.92,5264366.02,0
508222.27,5265155.13,128
512803.87,5267487.11,40
508355.67,5264395.41,50
507105.79,5260948.54,224
506234.91,5266448.04,225
506720.83,5264069.32,2
512321.41,5265222.07,128
506596.73,5259828.54,278
508104.23,5265320.64,184
510161.07,5264810.27,0
513433.44,5267443.87,7
509804.73,5266844.44,340
515217.49,5258693.35,208
512836.95,5268281.4,252
505174.09,5262747.91,36
512663.06,5262541.39,263
508022.21,5259278.04,291
507989.29,5263379.68,0
510648.56,5267093.67,291
507359.97,5260881.69,294
514294.97,5264345.79,543
507099.84,5266329.71,403
509661.45,5264109.04,5
513193.12,5263877.35,476
508854.7,5263242.79,14
512568.41,5265096.35,210
510731.07,5263052.76,119
511854.26,5262715.35,218
505967.43,5268114.32,158
506289.47,5259013.18,146
506680.28,5267363.5,398
507215.02,5259726.94,349
513446.41,5263210.32,470
506138.01,5263012.11,37
511772.51,5261518.39,67
507149.66,5262527.7,77
507037.57,5264448.61,132
506343.23,5262447.48,125
513069.04,5261573.86,120
509832.54,5261043.19,125
512570.32,5258779.71,306
509097.18,5261527.35,172
512122.02,5265063.16,101
506378.15,5260155.05,240
509757.23,5265494.99,87
508992.85,5258435.38,178
512392.22,5259787.01,193
511452.92,5259380.51,202
508980.04,5265455.33,120
510799.98,5264105.74,34
509682.72,5261021.48,89
510297.87,5264161.15,20
507082.92,5262965.55,38
513625.01,5265542.16,106
510347.19,5258870.29,188
507495.57,5260216.22,329
506180.07,5260162.37,260
508137.84,5261448.39,144
512328.19,5266369.15,0
514566.71,5264548.15,490
511714.52,5267186.18,127
508783.94,5258745.72,141
510190.33,5261108.42,115
514437.59,5260019.83,201
514397.7,5267515.5,0
510137.74,5264701.46,0
506466.23,5266933.77,267
513954.99,5262764.3,250
505212.33,5267161.76,111
512834.25,5261597.57,195
507190.79,5259348.29,299
505315.35,5262878.5,28
514733.78,5260938.55,367
510946.68,5267142.34,290
506932.97,5262034.75,84
509860.44,5258652.32,304
512647.36,5259716.57,284
508353.17,5266683.51,380
